Race,City,State,Gender,Lat,Long,Time,Dist
Parkway,La Porte,IN,F,41.6105983,-86.7225226,2:22:07 AM,448.9
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:22:11 AM,19.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:22:12 AM,9.1
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:22:12 AM,9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:22:15 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:17 AM,0
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:22:21 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:21 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:22 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:22 AM,0
Parkway,Roeland Park,KS,F,39.0375053,-94.6321794,2:22:22 AM,4.9
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:22:25 AM,15.4
Parkway,Sibley,MO,F,39.1786169,-94.1932795,2:22:26 AM,20.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:22:26 AM,9.1
Parkway,Sibley,MO,M,39.1786169,-94.1932795,2:22:26 AM,20.9
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:22:27 AM,8.6
Parkway,Belleville,KS,F,39.8244501,-97.6325414,2:22:30 AM,171.9
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:22:33 AM,12.9
Parkway,St. Louis,MO,F,38.6272733,-90.1978888,2:22:33 AM,237.5
Parkway,Gardner,KS,M,38.8109254,-94.9272957,2:22:34 AM,27.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:22:35 AM,9.1
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:22:36 AM,15.4
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,2:22:36 AM,7.4
Parkway,Grain Valley,MO,F,39.0150069,-94.1985579,2:22:38 AM,20.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:39 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:39 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:39 AM,0
Parkway,Kc,MO,M,39.0844687,-94.5630297,2:22:41 AM,0
Parkway,Arma,KS,F,37.5437799,-94.7002845,2:22:41 AM,106.5
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:22:43 AM,7.4
Parkway,Raymore,MO,F,38.801953,-94.4527293,2:22:43 AM,20.4
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:22:43 AM,19.4
Parkway,Raymore,MO,F,38.801953,-94.4527293,2:22:45 AM,20.4
Parkway,Belton,MO,F,38.8119527,-94.5318981,2:22:45 AM,18.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:45 AM,0
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:22:46 AM,27.2
Parkway,Omaha,NE,M,41.2587317,-95.9378731,2:22:48 AM,166.7
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:22:51 AM,15.4
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:22:51 AM,19.4
Parkway,Fort Leavenworth,KS,F,39.3450982,-94.9216266,2:22:51 AM,26.3
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:22:54 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:56 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:22:56 AM,9.1
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,2:22:58 AM,9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:22:58 AM,0
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,2:22:58 AM,9
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:23:02 AM,15.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:03 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:23:05 AM,0
Parkway,Humboldt,KS,F,37.8105961,-95.4369263,2:23:05 AM,99.8
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:23:07 AM,37
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:23:07 AM,27.2
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:23:07 AM,27.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:08 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:23:08 AM,19.4
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:23:08 AM,108.1
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:23:10 AM,19.4
Parkway,Council Bluffs,IA,F,41.2621283,-95.8613911,2:23:10 AM,165.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:11 AM,0
Parkway,Gardner,KS,F,38.8109254,-94.9272957,2:23:11 AM,27.2
Parkway,Columbus,NE,F,41.4296258,-97.3684293,2:23:12 AM,219.5
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:23:13 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:13 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:23:13 AM,9.1
Parkway,Palm City,FL,F,27.1713925,-80.28422161,2:23:13 AM,1163.1
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,2:23:15 AM,9
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:23:16 AM,13.6
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:23:17 AM,9.1
Parkway,Eskridg,KS,F,38.8588923,-96.1091594,2:23:18 AM,84.7
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:23:21 AM,0
Parkway,Auburn,KS,F,38.906114,-95.8160967,2:23:22 AM,68.6
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:23:24 AM,12.9
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:23:24 AM,10.2
Parkway,Wichita,KS,F,37.6922361,-97.3375447,2:23:24 AM,178.6
Parkway,Tecumseh,NE,F,40.3670801,-96.1950703,2:23:24 AM,124
Parkway,Hutchinson,KS,F,38.0608444,-97.9297742,2:23:25 AM,195.5
Parkway,Grandview,MO,F,38.8858407,-94.5330095,2:23:31 AM,13.8
Parkway,Peoria,IL,F,40.6938609,-89.5891007,2:23:31 AM,286.7
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:23:35 AM,9.1
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:23:35 AM,8.6
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,2:23:38 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:39 AM,0
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:23:39 AM,8.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:23:39 AM,8.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:23:39 AM,8.6
Parkway,Atchison,KS,F,39.545816,-95.3326051,2:23:40 AM,52.1
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:23:43 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:44 AM,0
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:23:44 AM,8.6
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:23:45 AM,166.7
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:23:48 AM,19.4
Parkway,Richmond,MO,F,39.278622,-93.9768875,2:23:49 AM,34.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:50 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:23:52 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:53 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:23:53 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:23:54 AM,0
Parkway,Lenexa,KS,M,38.9536174,-94.7335708,2:24:00 AM,12.9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:24:00 AM,9.1
Parkway,Plattsburg,MO,F,39.5655549,-94.4480058,2:24:01 AM,33.8
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:24:01 AM,19.4
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:24:01 AM,37
Parkway,Jefferson City,MO,F,38.577359,-92.1724264,2:24:02 AM,133.6
Parkway,Jefferson City,MO,F,38.577359,-92.1724264,2:24:03 AM,133.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:24:04 AM,0
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:24:07 AM,6.3
Parkway,Council Bluffs,IA,M,41.2621283,-95.8613911,2:24:13 AM,165.2
Parkway,Auburn,KS,F,38.906114,-95.8160967,2:24:16 AM,68.6
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,2:24:18 AM,7.4
Parkway,Salina,KS,F,38.8402805,-97.6114236,2:24:19 AM,165
Parkway,Smithville,MO,F,39.3869442,-94.5810658,2:24:21 AM,20.9
Parkway,Lawrenceville,GA,F,33.9562149,-83.9879624,2:24:22 AM,685.9
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:24:26 AM,10.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:26 AM,0
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:24:26 AM,9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:24:26 AM,9.1
Parkway,Grain Valley,MO,F,39.0150069,-94.1985579,2:24:26 AM,20.2
Parkway,Liberty,MO,M,39.2463496,-94.4189374,2:24:31 AM,13.6
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:24:32 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:32 AM,0
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:24:33 AM,10.2
Parkway,Kansas City,KS,M,39.1146799,-94.7495245,2:24:34 AM,10.2
Parkway,Wichita,KS,M,37.6922361,-97.3375447,2:24:35 AM,178.6
Parkway,Tulsa,OK,F,36.1556805,-95.9929112,2:24:40 AM,216.7
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:24:41 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:24:41 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:24:42 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:42 AM,0
Parkway,Grandview,MO,M,38.8858407,-94.5330095,2:24:43 AM,13.8
Parkway,Aurora,CO,F,39.729432,-104.8319195,2:24:45 AM,551.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:24:47 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:48 AM,0
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:24:48 AM,120.3
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:24:49 AM,0
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:24:49 AM,237.5
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:24:49 AM,0
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:24:49 AM,24.8
Parkway,Des Moines,IA,F,41.5910641,-93.6037148,2:24:50 AM,180.2
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:24:50 AM,12.9
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:24:50 AM,8.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:51 AM,0
Parkway,Hays,KS,M,38.8791783,-99.3267701,2:24:52 AM,256.8
Parkway,Washington,DC,F,38.8949549,-77.0366455,2:24:53 AM,942.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:24:54 AM,0
Parkway,Mound City,MO,F,40.1311066,-95.2316427,2:24:54 AM,80.5
Parkway,UNK,UNK,F,#N/A,#N/A,2:24:55 AM,#N/A
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:25:01 AM,6.3
Parkway,Liberty,MO,F,39.2463496,-94.4189374,2:25:02 AM,13.6
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:03 AM,0
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:25:04 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:07 AM,0
Parkway,Springfield,MO,F,37.2153307,-93.298252,2:25:07 AM,146.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:25:10 AM,9.1
Parkway,Stilwell,KS,F,38.7691755,-94.6563453,2:25:10 AM,22.3
Parkway,Ozark,MO,M,36.6467816,-92.4575197,2:25:10 AM,203.7
Parkway,Springfield,MO,F,37.2153307,-93.298252,2:25:11 AM,146.2
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:16 AM,0
Parkway,Warrensburg,MO,F,38.7627893,-93.7360497,2:25:20 AM,49.8
Parkway,Independence,MO,F,39.0911161,-94.4155067,2:25:20 AM,7.9
Parkway,Independence,MO,M,39.0911161,-94.4155067,2:25:21 AM,7.9
Parkway,Buckner,MO,F,39.132506,-94.1985574,2:25:22 AM,19.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:25:22 AM,0
Parkway,Houston,TX,F,29.7589382,-95.3676973,2:25:23 AM,644.4
Parkway,Independence,MO,F,39.0911161,-94.4155067,2:25:25 AM,7.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:26 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:26 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:25:26 AM,0
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:25:26 AM,9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:27 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:25:27 AM,9.1
Parkway,Lansing,KS,F,39.2486126,-94.9002412,2:25:27 AM,21.4
Parkway,Parkville,MO,F,39.1950029,-94.6821805,2:25:27 AM,10
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:25:28 AM,37
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:25:28 AM,37
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:25:30 AM,120.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:31 AM,0
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:25:31 AM,120.3
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:25:32 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:34 AM,0
Parkway,Paola,KS,F,38.5723318,-94.8786483,2:25:35 AM,39.2
Parkway,Abilene,KS,F,38.9172516,-97.2137702,2:25:36 AM,143.1
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:25:39 AM,15.4
Parkway,Prairie Village,KS,M,38.9914109,-94.6332767,2:25:41 AM,7.4
Parkway,Joplin,MO,F,37.0842271,-94.5132809,2:25:42 AM,138
Parkway,Shawnee,KS,M,39.0416718,-94.7202375,2:25:43 AM,9
Parkway,Gladstone,MO,F,39.2038918,-94.5546769,2:25:43 AM,8.3
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:25:47 AM,9.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:25:47 AM,8.6
Parkway,Platte City,MO,F,39.3703535,-94.7810859,2:25:47 AM,22.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:47 AM,0
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:25:49 AM,19.4
Parkway,Norton,KS,F,39.7944702,-99.9100032,2:25:49 AM,290.1
Parkway,Mission,KS,F,39.0277832,-94.6557913,2:25:56 AM,6.3
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,2:25:57 AM,15.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:25:58 AM,0
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:26:00 AM,15.4
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:26:00 AM,15.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:26:01 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:10 AM,0
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:26:12 AM,10.2
Parkway,Independence,MO,M,39.0911161,-94.4155067,2:26:16 AM,7.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:16 AM,0
Parkway,Blue Springs,MO,M,39.01723,-94.2822094,2:26:16 AM,15.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:16 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:18 AM,0
Parkway,Sullivan,MO,F,40.1993002,-93.1140992,2:26:19 AM,109
Parkway,Perry,KS,F,39.0758335,-95.3933076,2:26:21 AM,44.6
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:26:26 AM,108.1
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:26:29 AM,9.1
Parkway,Rogersville,MO,M,37.1169951,-93.0557342,2:26:30 AM,158.6
Parkway,Greenwood,MO,M,40.9627758,-96.4411196,2:26:31 AM,163.4
Parkway,Excelsior Springs,MO,F,39.339175,-94.226059,2:26:31 AM,25.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:26:31 AM,9.1
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:26:32 AM,120.3
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:38 AM,0
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:26:41 AM,12.9
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:26:41 AM,12.9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:26:43 AM,9.1
Parkway,Riverside,MO,F,38.2867212,-90.3801198,2:26:43 AM,232.7
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:26:45 AM,0
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:26:46 AM,19.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:26:46 AM,9.1
Parkway,Casselberry,FL,F,28.654276,-81.32379065,2:26:47 AM,1044.8
Parkway,Overland Prk,KS,F,38.9822282,-94.6707916,2:26:48 AM,9.1
Parkway,Leawood,KS,M,38.966673,-94.6169011,2:26:49 AM,8.6
Parkway,Kirksville,MO,F,40.1947539,-92.5832495,2:26:50 AM,130.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:26:52 AM,0
Parkway,Grandview,MO,F,38.8858407,-94.5330095,2:26:54 AM,13.8
Parkway,Anna,IL,F,37.4603274,-89.2470281,2:26:57 AM,309.9
Parkway,Clever,MO,F,37.0303327,-93.4729711,2:26:58 AM,153.6
Parkway,Emporia,KS,F,38.4040054,-96.1816229,2:27:02 AM,99.2
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:27:03 AM,9.1
Parkway,Newton,KS,F,38.0469166,-97.3447243,2:27:03 AM,166.8
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:27:03 AM,19.4
Parkway,Lees Summit,MO,M,38.9108408,-94.3821723,2:27:04 AM,15.4
Parkway,Leavenworth,KS,M,39.3110919,-94.9227995,2:27:04 AM,24.8
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:27:04 AM,24.8
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:27:08 AM,37
Parkway,Belton,MO,M,38.8119527,-94.5318981,2:27:13 AM,18.9
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:27:13 AM,24.8
Parkway,Eudora,KS,F,38.9433372,-95.0985807,2:27:14 AM,30.4
Parkway,Fairway,KS,F,39.0222277,-94.6319017,2:27:15 AM,5.7
Parkway,Saint Louis,MO,F,38.6272733,-90.1978888,2:27:16 AM,237.5
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:17 AM,0
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:27:17 AM,37
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:18 AM,0
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:27:19 AM,15.4
Parkway,Eudora,KS,F,38.9433372,-95.0985807,2:27:20 AM,30.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:27:20 AM,9.1
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:27:21 AM,12.9
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:27:22 AM,0
Parkway,Salina,KS,F,38.8402805,-97.6114236,2:27:22 AM,165
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:27:24 AM,19.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:24 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:24 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:24 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:26 AM,0
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:27:29 AM,9.1
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:27:33 AM,8.6
Parkway,Omaha,NE,F,41.2587317,-95.9378731,2:27:36 AM,166.7
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:36 AM,0
Parkway,Lee's Summit,MO,F,38.9108408,-94.3821723,2:27:36 AM,15.4
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:27:37 AM,8.6
Parkway,Leawood,KS,F,38.966673,-94.6169011,2:27:37 AM,8.6
Parkway,Maryville,MO,F,40.3461017,-94.8724706,2:27:39 AM,88.6
Parkway,Ozark,MO,M,36.6467816,-92.4575197,2:27:41 AM,203.7
Parkway,Ozark,MO,F,36.6467816,-92.4575197,2:27:41 AM,203.7
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:27:42 AM,15.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:27:42 AM,9.1
Parkway,Tulsa,OK,F,36.1556805,-95.9929112,2:27:43 AM,216.7
Parkway,Tulsa,OK,F,36.1556805,-95.9929112,2:27:43 AM,216.7
Parkway,Smithville,MO,F,39.3869442,-94.5810658,2:27:44 AM,20.9
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:27:48 AM,0
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:27:52 AM,37
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:27:52 AM,12.9
Parkway,Overland Park,KS,M,38.9822282,-94.6707916,2:27:53 AM,9.1
Parkway,Saint Joseph,MO,M,39.7686055,-94.8466321,2:27:53 AM,49.6
Parkway,Westwood,KS,F,39.0405608,-94.6169012,2:27:54 AM,4.2
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:27:58 AM,15.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:27:59 AM,0
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:28:00 AM,108.1
Parkway,Wamego,KS,M,39.2019412,-96.3049975,2:28:04 AM,93.9
Parkway,Platte City,MO,F,39.3703535,-94.7810859,2:28:05 AM,22.9
Parkway,Overbrook,KS,F,38.7805607,-95.5572025,2:28:06 AM,57.5
Parkway,Stilwell,KS,F,38.7691755,-94.6563453,2:28:08 AM,22.3
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:28:09 AM,9.1
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:10 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:10 AM,0
Parkway,Warrenton,MO,M,38.811436,-91.1415374,2:28:11 AM,185.3
Parkway,Nevada,MO,F,37.8389595,-94.3549186,2:28:13 AM,86.6
Parkway,Nevada,MO,F,37.8389595,-94.3549186,2:28:13 AM,86.6
Parkway,Nevada,MO,F,37.8389595,-94.3549186,2:28:16 AM,86.6
Parkway,Olathe,KS,M,38.8843867,-94.8161126,2:28:16 AM,19.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:28:16 AM,9.1
Parkway,Mission Hills,KS,F,39.0177834,-94.6169013,2:28:22 AM,5.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:27 AM,0
Parkway,Lathrop,MO,F,39.5483354,-94.329946,2:28:29 AM,34.4
Parkway,Raymore,MO,F,38.801953,-94.4527293,2:28:33 AM,20.4
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:28:34 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:36 AM,0
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:28:39 AM,24.8
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:28:39 AM,24.8
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:28:39 AM,9.1
Parkway,Leavenworth,KS,F,39.3110919,-94.9227995,2:28:39 AM,24.8
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:44 AM,0
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:28:45 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:28:45 AM,0
Parkway,Lincoln,NE,F,40.8000554,-96.6674004,2:28:47 AM,162.8
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:28:48 AM,9
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:28:49 AM,37
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:28:49 AM,37
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:28:53 AM,10.2
Parkway,Fairway,KS,F,39.0222277,-94.6319017,2:28:58 AM,5.7
Parkway,Wichita,KS,F,37.6922361,-97.3375447,2:29:01 AM,178.6
Parkway,Kansas City,MO,M,39.0844687,-94.5630297,2:29:02 AM,0
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:29:02 AM,0
Parkway,Lawson,MO,F,39.4383387,-94.2041095,2:29:03 AM,31.1
Parkway,Omaha,NE,M,41.2587317,-95.9378731,2:29:03 AM,166.7
Parkway,Lawrence,KS,M,38.9719384,-95.2359495,2:29:06 AM,37
Parkway,Shawnee,KS,F,39.0416718,-94.7202375,2:29:07 AM,9
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:29:07 AM,9.1
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:29:07 AM,12.9
Parkway,Lenexa,KS,F,38.9536174,-94.7335708,2:29:10 AM,12.9
Parkway,Kansas City,KS,F,39.1146799,-94.7495245,2:29:10 AM,10.2
Parkway,Manhattan,KS,F,39.1836082,-96.5716693,2:29:13 AM,108.1
Parkway,Prairie Village,KS,F,38.9914109,-94.6332767,2:29:15 AM,7.4
Parkway,Kansas City,MO,F,39.0844687,-94.5630297,2:29:15 AM,0
Parkway,Florissant,MO,F,38.789217,-90.3226139,2:29:18 AM,229.3
Parkway,Paola,KS,F,38.5723318,-94.8786483,2:29:23 AM,39.2
Parkway,Lawrence,KS,F,38.9719384,-95.2359495,2:29:24 AM,37
Parkway,Columbia,MO,F,38.951883,-92.3337365,2:29:24 AM,120.3
Parkway,Blue Springs,MO,F,39.01723,-94.2822094,2:29:26 AM,15.8
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:29:28 AM,19.4
Parkway,Overland Park,KS,F,38.9822282,-94.6707916,2:29:29 AM,9.1
Parkway,Olathe,KS,F,38.8843867,-94.8161126,2:29:32 AM,19.4
Parkway,Lees Summit,MO,F,38.9108408,-94.3821723,2:29:36 AM,15.4
Parkway,Independence,MO,F,39.0911161,-94.4155067,2:29:41 AM,7.9
Parkway,Sand Springs,OK,F,36.1394339,-96.1100024,2:29:42 AM,220.1
Parkway,Raymore,MO,F,38.801953,-94.4527293,2:29:44 AM,20.4
Parkway,Cole Camp,MO,F,38.4600212,-93.2027035,2:29:46 AM,85.2
